concept:name,time:timestamp,case:concept:name
n,1970-04-26 23:35:55+00:00,1211
i,1970-04-26 23:35:56+00:00,1211
p,1970-04-26 23:35:57+00:00,1211
A,1970-04-26 23:35:58+00:00,1212
b,1970-04-26 23:35:59+00:00,1212
c,1970-04-26 23:36:00+00:00,1212
d,1970-04-26 23:36:01+00:00,1212
h,1970-04-26 23:36:02+00:00,1212
l,1970-04-26 23:36:03+00:00,1212
o,1970-04-26 23:36:04+00:00,1212
m,1970-04-26 23:36:05+00:00,1212
i,1970-04-26 23:36:06+00:00,1212
o,1970-04-26 23:36:07+00:00,1212
l,1970-04-26 23:36:08+00:00,1212
m,1970-04-26 23:36:09+00:00,1212
i,1970-04-26 23:36:10+00:00,1212
p,1970-04-26 23:36:11+00:00,1212
A,1970-04-26 23:36:12+00:00,1213
b,1970-04-26 23:36:13+00:00,1213
c,1970-04-26 23:36:14+00:00,1213
d,1970-04-26 23:36:15+00:00,1213
h,1970-04-26 23:36:16+00:00,1213
l,1970-04-26 23:36:17+00:00,1213
o,1970-04-26 23:36:18+00:00,1213
m,1970-04-26 23:36:19+00:00,1213
h,1970-04-26 23:36:20+00:00,1213
l,1970-04-26 23:36:21+00:00,1213
n,1970-04-26 23:36:22+00:00,1213
o,1970-04-26 23:36:23+00:00,1213
i,1970-04-26 23:36:24+00:00,1213
o,1970-04-26 23:36:25+00:00,1213
l,1970-04-26 23:36:26+00:00,1213
n,1970-04-26 23:36:27+00:00,1213
j,1970-04-26 23:36:28+00:00,1213
p,1970-04-26 23:36:29+00:00,1213
A,1970-04-26 23:36:30+00:00,1214
e,1970-04-26 23:36:31+00:00,1214
f,1970-04-26 23:36:32+00:00,1214
g,1970-04-26 23:36:33+00:00,1214
j,1970-04-26 23:36:34+00:00,1214
o,1970-04-26 23:36:35+00:00,1214
l,1970-04-26 23:36:36+00:00,1214
m,1970-04-26 23:36:37+00:00,1214
i,1970-04-26 23:36:38+00:00,1214
l,1970-04-26 23:36:39+00:00,1214
o,1970-04-26 23:36:40+00:00,1214
m,1970-04-26 23:36:41+00:00,1214
j,1970-04-26 23:36:42+00:00,1214
k,1970-04-26 23:36:43+00:00,1214
j,1970-04-26 23:36:44+00:00,1214
m,1970-04-26 23:36:45+00:00,1214
o,1970-04-26 23:36:46+00:00,1214
l,1970-04-26 23:36:47+00:00,1214
i,1970-04-26 23:36:48+00:00,1214
l,1970-04-26 23:36:49+00:00,1214
o,1970-04-26 23:36:50+00:00,1214
n,1970-04-26 23:36:51+00:00,1214
h,1970-04-26 23:36:52+00:00,1214
m,1970-04-26 23:36:53+00:00,1214
l,1970-04-26 23:36:54+00:00,1214
o,1970-04-26 23:36:55+00:00,1214
j,1970-04-26 23:36:56+00:00,1214
l,1970-04-26 23:36:57+00:00,1214
n,1970-04-26 23:36:58+00:00,1214
o,1970-04-26 23:36:59+00:00,1214
i,1970-04-26 23:37:00+00:00,1214
p,1970-04-26 23:37:01+00:00,1214
A,1970-04-26 23:37:02+00:00,1215
b,1970-04-26 23:37:03+00:00,1215
d,1970-04-26 23:37:04+00:00,1215
c,1970-04-26 23:37:05+00:00,1215
i,1970-04-26 23:37:06+00:00,1215
o,1970-04-26 23:37:07+00:00,1215
l,1970-04-26 23:37:08+00:00,1215
m,1970-04-26 23:37:09+00:00,1215
j,1970-04-26 23:37:10+00:00,1215
k,1970-04-26 23:37:11+00:00,1215
j,1970-04-26 23:37:12+00:00,1215
o,1970-04-26 23:37:13+00:00,1215
l,1970-04-26 23:37:14+00:00,1215
n,1970-04-26 23:37:15+00:00,1215
i,1970-04-26 23:37:16+00:00,1215
l,1970-04-26 23:37:17+00:00,1215
n,1970-04-26 23:37:18+00:00,1215
o,1970-04-26 23:37:19+00:00,1215
h,1970-04-26 23:37:20+00:00,1215
l,1970-04-26 23:37:21+00:00,1215
m,1970-04-26 23:37:22+00:00,1215
o,1970-04-26 23:37:23+00:00,1215
j,1970-04-26 23:37:24+00:00,1215
p,1970-04-26 23:37:25+00:00,1215
A,1970-04-26 23:37:26+00:00,1216
g,1970-04-26 23:37:27+00:00,1216
e,1970-04-26 23:37:28+00:00,1216
f,1970-04-26 23:37:29+00:00,1216
i,1970-04-26 23:37:30+00:00,1216
o,1970-04-26 23:37:31+00:00,1216
l,1970-04-26 23:37:32+00:00,1216
m,1970-04-26 23:37:33+00:00,1216
j,1970-04-26 23:37:34+00:00,1216
l,1970-04-26 23:37:35+00:00,1216
o,1970-04-26 23:37:36+00:00,1216
m,1970-04-26 23:37:37+00:00,1216
h,1970-04-26 23:37:38+00:00,1216
l,1970-04-26 23:37:39+00:00,1216
o,1970-04-26 23:37:40+00:00,1216
m,1970-04-26 23:37:41+00:00,1216
j,1970-04-26 23:37:42+00:00,1216
l,1970-04-26 23:37:43+00:00,1216
m,1970-04-26 23:37:44+00:00,1216
o,1970-04-26 23:37:45+00:00,1216
j,1970-04-26 23:37:46+00:00,1216
k,1970-04-26 23:37:47+00:00,1216
j,1970-04-26 23:37:48+00:00,1216
k,1970-04-26 23:37:49+00:00,1216
j,1970-04-26 23:37:50+00:00,1216
k,1970-04-26 23:37:51+00:00,1216
j,1970-04-26 23:37:52+00:00,1216
p,1970-04-26 23:37:53+00:00,1216
A,1970-04-26 23:37:54+00:00,1217
d,1970-04-26 23:37:55+00:00,1217
c,1970-04-26 23:37:56+00:00,1217
b,1970-04-26 23:37:57+00:00,1217
j,1970-04-26 23:37:58+00:00,1217
k,1970-04-26 23:37:59+00:00,1217
j,1970-04-26 23:38:00+00:00,1217
o,1970-04-26 23:38:01+00:00,1217
n,1970-04-26 23:38:02+00:00,1217
l,1970-04-26 23:38:03+00:00,1217
h,1970-04-26 23:38:04+00:00,1217
o,1970-04-26 23:38:05+00:00,1217
l,1970-04-26 23:38:06+00:00,1217
n,1970-04-26 23:38:07+00:00,1217
j,1970-04-26 23:38:08+00:00,1217
p,1970-04-26 23:38:09+00:00,1217
A,1970-04-26 23:38:10+00:00,1218
g,1970-04-26 23:38:11+00:00,1218
e,1970-04-26 23:38:12+00:00,1218
f,1970-04-26 23:38:13+00:00,1218
j,1970-04-26 23:38:14+00:00,1218
p,1970-04-26 23:38:15+00:00,1218
A,1970-04-26 23:38:16+00:00,1219
f,1970-04-26 23:38:17+00:00,1219
e,1970-04-26 23:38:18+00:00,1219
g,1970-04-26 23:38:19+00:00,1219
i,1970-04-26 23:38:20+00:00,1219
p,1970-04-26 23:38:21+00:00,1219
A,1970-04-26 23:38:22+00:00,1220
g,1970-04-26 23:38:23+00:00,1220
f,1970-04-26 23:38:24+00:00,1220
e,1970-04-26 23:38:25+00:00,1220
i,1970-04-26 23:38:26+00:00,1220
p,1970-04-26 23:38:27+00:00,1220
A,1970-04-26 23:38:28+00:00,1221
b,1970-04-26 23:38:29+00:00,1221
c,1970-04-26 23:38:30+00:00,1221
d,1970-04-26 23:38:31+00:00,1221
j,1970-04-26 23:38:32+00:00,1221
k,1970-04-26 23:38:33+00:00,1221
j,1970-04-26 23:38:34+00:00,1221
k,1970-04-26 23:38:35+00:00,1221
j,1970-04-26 23:38:36+00:00,1221
k,1970-04-26 23:38:37+00:00,1221
j,1970-04-26 23:38:38+00:00,1221
k,1970-04-26 23:38:39+00:00,1221
j,1970-04-26 23:38:40+00:00,1221
p,1970-04-26 23:38:41+00:00,1221
A,1970-04-26 23:38:42+00:00,1222
c,1970-04-26 23:38:43+00:00,1222
b,1970-04-26 23:38:44+00:00,1222
d,1970-04-26 23:38:45+00:00,1222
j,1970-04-26 23:38:46+00:00,1222
k,1970-04-26 23:38:47+00:00,1222
j,1970-04-26 23:38:48+00:00,1222
k,1970-04-26 23:38:49+00:00,1222
j,1970-04-26 23:38:50+00:00,1222
k,1970-04-26 23:38:51+00:00,1222
j,1970-04-26 23:38:52+00:00,1222
p,1970-04-26 23:38:53+00:00,1222
A,1970-04-26 23:38:54+00:00,1223
c,1970-04-26 23:38:55+00:00,1223
d,1970-04-26 23:38:56+00:00,1223
b,1970-04-26 23:38:57+00:00,1223
j,1970-04-26 23:38:58+00:00,1223
l,1970-04-26 23:38:59+00:00,1223
o,1970-04-26 23:39:00+00:00,1223
n,1970-04-26 23:39:01+00:00,1223
i,1970-04-26 23:39:02+00:00,1223
o,1970-04-26 23:39:03+00:00,1223
l,1970-04-26 23:39:04+00:00,1223
m,1970-04-26 23:39:05+00:00,1223
h,1970-04-26 23:39:06+00:00,1223
o,1970-04-26 23:39:07+00:00,1223
l,1970-04-26 23:39:08+00:00,1223
m,1970-04-26 23:39:09+00:00,1223
h,1970-04-26 23:39:10+00:00,1223
l,1970-04-26 23:39:11+00:00,1223
o,1970-04-26 23:39:12+00:00,1223
n,1970-04-26 23:39:13+00:00,1223
i,1970-04-26 23:39:14+00:00,1223
p,1970-04-26 23:39:15+00:00,1223
A,1970-04-26 23:39:16+00:00,1224
d,1970-04-26 23:39:17+00:00,1224
c,1970-04-26 23:39:18+00:00,1224
b,1970-04-26 23:39:19+00:00,1224
h,1970-04-26 23:39:20+00:00,1224
l,1970-04-26 23:39:21+00:00,1224
o,1970-04-26 23:39:22+00:00,1224
n,1970-04-26 23:39:23+00:00,1224
j,1970-04-26 23:39:24+00:00,1224
l,1970-04-26 23:39:25+00:00,1224
o,1970-04-26 23:39:26+00:00,1224
m,1970-04-26 23:39:27+00:00,1224
i,1970-04-26 23:39:28+00:00,1224
p,1970-04-26 23:39:29+00:00,1224
A,1970-04-26 23:39:30+00:00,1225
g,1970-04-26 23:39:31+00:00,1225
f,1970-04-26 23:39:32+00:00,1225
e,1970-04-26 23:39:33+00:00,1225
j,1970-04-26 23:39:34+00:00,1225
k,1970-04-26 23:39:35+00:00,1225
j,1970-04-26 23:39:36+00:00,1225
k,1970-04-26 23:39:37+00:00,1225
j,1970-04-26 23:39:38+00:00,1225
p,1970-04-26 23:39:39+00:00,1225
A,1970-04-26 23:39:40+00:00,1226
d,1970-04-26 23:39:41+00:00,1226
c,1970-04-26 23:39:42+00:00,1226
b,1970-04-26 23:39:43+00:00,1226
i,1970-04-26 23:39:44+00:00,1226
o,1970-04-26 23:39:45+00:00,1226
n,1970-04-26 23:39:46+00:00,1226
l,1970-04-26 23:39:47+00:00,1226
i,1970-04-26 23:39:48+00:00,1226
p,1970-04-26 23:39:49+00:00,1226
A,1970-04-26 23:39:50+00:00,1227
e,1970-04-26 23:39:51+00:00,1227
f,1970-04-26 23:39:52+00:00,1227
g,1970-04-26 23:39:53+00:00,1227
j,1970-04-26 23:39:54+00:00,1227
l,1970-04-26 23:39:55+00:00,1227
o,1970-04-26 23:39:56+00:00,1227
m,1970-04-26 23:39:57+00:00,1227
j,1970-04-26 23:39:58+00:00,1227
p,1970-04-26 23:39:59+00:00,1227
A,1970-04-26 23:40:00+00:00,1228
d,1970-04-26 23:40:01+00:00,1228
c,1970-04-26 23:40:02+00:00,1228
b,1970-04-26 23:40:03+00:00,1228
j,1970-04-26 23:40:04+00:00,1228
p,1970-04-26 23:40:05+00:00,1228
A,1970-04-26 23:40:06+00:00,1229
c,1970-04-26 23:40:07+00:00,1229
d,1970-04-26 23:40:08+00:00,1229
b,1970-04-26 23:40:09+00:00,1229
j,1970-04-26 23:40:10+00:00,1229
l,1970-04-26 23:40:11+00:00,1229
o,1970-04-26 23:40:12+00:00,1229
m,1970-04-26 23:40:13+00:00,1229
i,1970-04-26 23:40:14+00:00,1229
m,1970-04-26 23:40:15+00:00,1229
l,1970-04-26 23:40:16+00:00,1229
o,1970-04-26 23:40:17+00:00,1229
h,1970-04-26 23:40:18+00:00,1229
p,1970-04-26 23:40:19+00:00,1229
A,1970-04-26 23:40:20+00:00,1230
g,1970-04-26 23:40:21+00:00,1230
e,1970-04-26 23:40:22+00:00,1230
f,1970-04-26 23:40:23+00:00,1230
j,1970-04-26 23:40:24+00:00,1230
k,1970-04-26 23:40:25+00:00,1230
j,1970-04-26 23:40:26+00:00,1230
k,1970-04-26 23:40:27+00:00,1230
j,1970-04-26 23:40:28+00:00,1230
p,1970-04-26 23:40:29+00:00,1230
A,1970-04-26 23:40:30+00:00,1231
b,1970-04-26 23:40:31+00:00,1231
d,1970-04-26 23:40:32+00:00,1231
c,1970-04-26 23:40:33+00:00,1231
j,1970-04-26 23:40:34+00:00,1231
k,1970-04-26 23:40:35+00:00,1231
j,1970-04-26 23:40:36+00:00,1231
k,1970-04-26 23:40:37+00:00,1231
j,1970-04-26 23:40:38+00:00,1231
k,1970-04-26 23:40:39+00:00,1231
j,1970-04-26 23:40:40+00:00,1231
p,1970-04-26 23:40:41+00:00,1231
A,1970-04-26 23:40:42+00:00,1232
d,1970-04-26 23:40:43+00:00,1232
b,1970-04-26 23:40:44+00:00,1232
c,1970-04-26 23:40:45+00:00,1232
i,1970-04-26 23:40:46+00:00,1232
p,1970-04-26 23:40:47+00:00,1232
A,1970-04-26 23:40:48+00:00,1233
d,1970-04-26 23:40:49+00:00,1233
c,1970-04-26 23:40:50+00:00,1233
b,1970-04-26 23:40:51+00:00,1233
i,1970-04-26 23:40:52+00:00,1233
l,1970-04-26 23:40:53+00:00,1233
o,1970-04-26 23:40:54+00:00,1233
n,1970-04-26 23:40:55+00:00,1233
h,1970-04-26 23:40:56+00:00,1233
p,1970-04-26 23:40:57+00:00,1233
A,1970-04-26 23:40:58+00:00,1234
c,1970-04-26 23:40:59+00:00,1234
d,1970-04-26 23:41:00+00:00,1234
b,1970-04-26 23:41:01+00:00,1234
j,1970-04-26 23:41:02+00:00,1234
k,1970-04-26 23:41:03+00:00,1234
j,1970-04-26 23:41:04+00:00,1234
o,1970-04-26 23:41:05+00:00,1234
l,1970-04-26 23:41:06+00:00,1234
n,1970-04-26 23:41:07+00:00,1234
h,1970-04-26 23:41:08+00:00,1234
o,1970-04-26 23:41:09+00:00,1234
l,1970-04-26 23:41:10+00:00,1234
m,1970-04-26 23:41:11+00:00,1234
j,1970-04-26 23:41:12+00:00,1234
l,1970-04-26 23:41:13+00:00,1234
o,1970-04-26 23:41:14+00:00,1234
m,1970-04-26 23:41:15+00:00,1234
h,1970-04-26 23:41:16+00:00,1234
p,1970-04-26 23:41:17+00:00,1234
A,1970-04-26 23:41:18+00:00,1235
d,1970-04-26 23:41:19+00:00,1235
b,1970-04-26 23:41:20+00:00,1235
c,1970-04-26 23:41:21+00:00,1235
h,1970-04-26 23:41:22+00:00,1235
o,1970-04-26 23:41:23+00:00,1235
l,1970-04-26 23:41:24+00:00,1235
n,1970-04-26 23:41:25+00:00,1235
i,1970-04-26 23:41:26+00:00,1235
p,1970-04-26 23:41:27+00:00,1235
A,1970-04-26 23:41:28+00:00,1236
g,1970-04-26 23:41:29+00:00,1236
f,1970-04-26 23:41:30+00:00,1236
e,1970-04-26 23:41:31+00:00,1236
h,1970-04-26 23:41:32+00:00,1236
l,1970-04-26 23:41:33+00:00,1236
o,1970-04-26 23:41:34+00:00,1236
n,1970-04-26 23:41:35+00:00,1236
i,1970-04-26 23:41:36+00:00,1236
l,1970-04-26 23:41:37+00:00,1236
n,1970-04-26 23:41:38+00:00,1236
o,1970-04-26 23:41:39+00:00,1236
h,1970-04-26 23:41:40+00:00,1236
l,1970-04-26 23:41:41+00:00,1236
o,1970-04-26 23:41:42+00:00,1236
m,1970-04-26 23:41:43+00:00,1236
j,1970-04-26 23:41:44+00:00,1236
o,1970-04-26 23:41:45+00:00,1236
l,1970-04-26 23:41:46+00:00,1236
m,1970-04-26 23:41:47+00:00,1236
i,1970-04-26 23:41:48+00:00,1236
o,1970-04-26 23:41:49+00:00,1236
l,1970-04-26 23:41:50+00:00,1236
m,1970-04-26 23:41:51+00:00,1236
i,1970-04-26 23:41:52+00:00,1236
o,1970-04-26 23:41:53+00:00,1236
m,1970-04-26 23:41:54+00:00,1236
l,1970-04-26 23:41:55+00:00,1236
h,1970-04-26 23:41:56+00:00,1236
l,1970-04-26 23:41:57+00:00,1236
o,1970-04-26 23:41:58+00:00,1236
n,1970-04-26 23:41:59+00:00,1236
j,1970-04-26 23:42:00+00:00,1236
l,1970-04-26 23:42:01+00:00,1236
o,1970-04-26 23:42:02+00:00,1236
m,1970-04-26 23:42:03+00:00,1236
i,1970-04-26 23:42:04+00:00,1236
l,1970-04-26 23:42:05+00:00,1236
n,1970-04-26 23:42:06+00:00,1236
o,1970-04-26 23:42:07+00:00,1236
j,1970-04-26 23:42:08+00:00,1236
l,1970-04-26 23:42:09+00:00,1236
o,1970-04-26 23:42:10+00:00,1236
m,1970-04-26 23:42:11+00:00,1236
j,1970-04-26 23:42:12+00:00,1236
l,1970-04-26 23:42:13+00:00,1236
o,1970-04-26 23:42:14+00:00,1236
m,1970-04-26 23:42:15+00:00,1236
h,1970-04-26 23:42:16+00:00,1236
o,1970-04-26 23:42:17+00:00,1236
m,1970-04-26 23:42:18+00:00,1236
l,1970-04-26 23:42:19+00:00,1236
j,1970-04-26 23:42:20+00:00,1236
o,1970-04-26 23:42:21+00:00,1236
l,1970-04-26 23:42:22+00:00,1236
m,1970-04-26 23:42:23+00:00,1236
j,1970-04-26 23:42:24+00:00,1236
k,1970-04-26 23:42:25+00:00,1236
j,1970-04-26 23:42:26+00:00,1236
k,1970-04-26 23:42:27+00:00,1236
j,1970-04-26 23:42:28+00:00,1236
p,1970-04-26 23:42:29+00:00,1236
A,1970-04-26 23:42:30+00:00,1237
f,1970-04-26 23:42:31+00:00,1237
e,1970-04-26 23:42:32+00:00,1237
g,1970-04-26 23:42:33+00:00,1237
j,1970-04-26 23:42:34+00:00,1237
k,1970-04-26 23:42:35+00:00,1237
j,1970-04-26 23:42:36+00:00,1237
k,1970-04-26 23:42:37+00:00,1237
j,1970-04-26 23:42:38+00:00,1237
k,1970-04-26 23:42:39+00:00,1237
j,1970-04-26 23:42:40+00:00,1237
o,1970-04-26 23:42:41+00:00,1237
n,1970-04-26 23:42:42+00:00,1237
l,1970-04-26 23:42:43+00:00,1237
h,1970-04-26 23:42:44+00:00,1237
o,1970-04-26 23:42:45+00:00,1237
l,1970-04-26 23:42:46+00:00,1237
n,1970-04-26 23:42:47+00:00,1237
i,1970-04-26 23:42:48+00:00,1237
p,1970-04-26 23:42:49+00:00,1237
A,1970-04-26 23:42:50+00:00,1238
g,1970-04-26 23:42:51+00:00,1238
e,1970-04-26 23:42:52+00:00,1238
f,1970-04-26 23:42:53+00:00,1238
i,1970-04-26 23:42:54+00:00,1238
o,1970-04-26 23:42:55+00:00,1238
l,1970-04-26 23:42:56+00:00,1238
n,1970-04-26 23:42:57+00:00,1238
j,1970-04-26 23:42:58+00:00,1238
k,1970-04-26 23:42:59+00:00,1238
j,1970-04-26 23:43:00+00:00,1238
l,1970-04-26 23:43:01+00:00,1238
n,1970-04-26 23:43:02+00:00,1238
o,1970-04-26 23:43:03+00:00,1238
h,1970-04-26 23:43:04+00:00,1238
p,1970-04-26 23:43:05+00:00,1238
A,1970-04-26 23:43:06+00:00,1239
g,1970-04-26 23:43:07+00:00,1239
f,1970-04-26 23:43:08+00:00,1239
e,1970-04-26 23:43:09+00:00,1239
j,1970-04-26 23:43:10+00:00,1239
o,1970-04-26 23:43:11+00:00,1239
l,1970-04-26 23:43:12+00:00,1239
m,1970-04-26 23:43:13+00:00,1239
h,1970-04-26 23:43:14+00:00,1239
p,1970-04-26 23:43:15+00:00,1239
A,1970-04-26 23:43:16+00:00,1240
e,1970-04-26 23:43:17+00:00,1240
f,1970-04-26 23:43:18+00:00,1240
g,1970-04-26 23:43:19+00:00,1240
h,1970-04-26 23:43:20+00:00,1240
m,1970-04-26 23:43:21+00:00,1240
l,1970-04-26 23:43:22+00:00,1240
o,1970-04-26 23:43:23+00:00,1240
h,1970-04-26 23:43:24+00:00,1240
p,1970-04-26 23:43:25+00:00,1240
A,1970-04-26 23:43:26+00:00,1241
e,1970-04-26 23:43:27+00:00,1241
g,1970-04-26 23:43:28+00:00,1241
f,1970-04-26 23:43:29+00:00,1241
h,1970-04-26 23:43:30+00:00,1241
p,1970-04-26 23:43:31+00:00,1241
A,1970-04-26 23:43:32+00:00,1242
e,1970-04-26 23:43:33+00:00,1242
g,1970-04-26 23:43:34+00:00,1242
f,1970-04-26 23:43:35+00:00,1242
h,1970-04-26 23:43:36+00:00,1242
p,1970-04-26 23:43:37+00:00,1242
A,1970-04-26 23:43:38+00:00,1243
f,1970-04-26 23:43:39+00:00,1243
e,1970-04-26 23:43:40+00:00,1243
g,1970-04-26 23:43:41+00:00,1243
i,1970-04-26 23:43:42+00:00,1243
l,1970-04-26 23:43:43+00:00,1243
o,1970-04-26 23:43:44+00:00,1243
m,1970-04-26 23:43:45+00:00,1243
j,1970-04-26 23:43:46+00:00,1243
k,1970-04-26 23:43:47+00:00,1243
j,1970-04-26 23:43:48+00:00,1243
k,1970-04-26 23:43:49+00:00,1243
j,1970-04-26 23:43:50+00:00,1243
k,1970-04-26 23:43:51+00:00,1243
j,1970-04-26 23:43:52+00:00,1243
n,1970-04-26 23:43:53+00:00,1243
l,1970-04-26 23:43:54+00:00,1243
o,1970-04-26 23:43:55+00:00,1243
h,1970-04-26 23:43:56+00:00,1243
l,1970-04-26 23:43:57+00:00,1243
o,1970-04-26 23:43:58+00:00,1243
n,1970-04-26 23:43:59+00:00,1243
i,1970-04-26 23:44:00+00:00,1243
p,1970-04-26 23:44:01+00:00,1243
A,1970-04-26 23:44:02+00:00,1244
f,1970-04-26 23:44:03+00:00,1244
e,1970-04-26 23:44:04+00:00,1244
g,1970-04-26 23:44:05+00:00,1244
j,1970-04-26 23:44:06+00:00,1244
p,1970-04-26 23:44:07+00:00,1244
A,1970-04-26 23:44:08+00:00,1245
f,1970-04-26 23:44:09+00:00,1245
g,1970-04-26 23:44:10+00:00,1245
e,1970-04-26 23:44:11+00:00,1245
j,1970-04-26 23:44:12+00:00,1245
k,1970-04-26 23:44:13+00:00,1245
j,1970-04-26 23:44:14+00:00,1245
o,1970-04-26 23:44:15+00:00,1245
l,1970-04-26 23:44:16+00:00,1245
n,1970-04-26 23:44:17+00:00,1245
j,1970-04-26 23:44:18+00:00,1245
k,1970-04-26 23:44:19+00:00,1245
j,1970-04-26 23:44:20+00:00,1245
k,1970-04-26 23:44:21+00:00,1245
j,1970-04-26 23:44:22+00:00,1245
k,1970-04-26 23:44:23+00:00,1245
j,1970-04-26 23:44:24+00:00,1245
k,1970-04-26 23:44:25+00:00,1245
j,1970-04-26 23:44:26+00:00,1245
p,1970-04-26 23:44:27+00:00,1245
A,1970-04-26 23:44:28+00:00,1246
d,1970-04-26 23:44:29+00:00,1246
b,1970-04-26 23:44:30+00:00,1246
c,1970-04-26 23:44:31+00:00,1246
i,1970-04-26 23:44:32+00:00,1246
o,1970-04-26 23:44:33+00:00,1246
l,1970-04-26 23:44:34+00:00,1246
m,1970-04-26 23:44:35+00:00,1246
j,1970-04-26 23:44:36+00:00,1246
l,1970-04-26 23:44:37+00:00,1246
m,1970-04-26 23:44:38+00:00,1246
o,1970-04-26 23:44:39+00:00,1246
h,1970-04-26 23:44:40+00:00,1246
o,1970-04-26 23:44:41+00:00,1246
l,1970-04-26 23:44:42+00:00,1246
n,1970-04-26 23:44:43+00:00,1246
i,1970-04-26 23:44:44+00:00,1246
o,1970-04-26 23:44:45+00:00,1246
l,1970-04-26 23:44:46+00:00,1246
m,1970-04-26 23:44:47+00:00,1246
h,1970-04-26 23:44:48+00:00,1246
p,1970-04-26 23:44:49+00:00,1246
A,1970-04-26 23:44:50+00:00,1247
g,1970-04-26 23:44:51+00:00,1247
e,1970-04-26 23:44:52+00:00,1247
f,1970-04-26 23:44:53+00:00,1247
i,1970-04-26 23:44:54+00:00,1247
p,1970-04-26 23:44:55+00:00,1247
A,1970-04-26 23:44:56+00:00,1248
d,1970-04-26 23:44:57+00:00,1248
c,1970-04-26 23:44:58+00:00,1248
b,1970-04-26 23:44:59+00:00,1248
i,1970-04-26 23:45:00+00:00,1248
p,1970-04-26 23:45:01+00:00,1248
A,1970-04-26 23:45:02+00:00,1249
b,1970-04-26 23:45:03+00:00,1249
d,1970-04-26 23:45:04+00:00,1249
c,1970-04-26 23:45:05+00:00,1249
i,1970-04-26 23:45:06+00:00,1249
o,1970-04-26 23:45:07+00:00,1249
l,1970-04-26 23:45:08+00:00,1249
n,1970-04-26 23:45:09+00:00,1249
h,1970-04-26 23:45:10+00:00,1249
o,1970-04-26 23:45:11+00:00,1249
l,1970-04-26 23:45:12+00:00,1249
m,1970-04-26 23:45:13+00:00,1249
i,1970-04-26 23:45:14+00:00,1249
p,1970-04-26 23:45:15+00:00,1249
A,1970-04-26 23:45:16+00:00,1250
b,1970-04-26 23:45:17+00:00,1250
c,1970-04-26 23:45:18+00:00,1250
d,1970-04-26 23:45:19+00:00,1250
i,1970-04-26 23:45:20+00:00,1250
p,1970-04-26 23:45:21+00:00,1250
A,1970-04-26 23:45:22+00:00,1251
e,1970-04-26 23:45:23+00:00,1251
g,1970-04-26 23:45:24+00:00,1251
f,1970-04-26 23:45:25+00:00,1251
j,1970-04-26 23:45:26+00:00,1251
k,1970-04-26 23:45:27+00:00,1251
j,1970-04-26 23:45:28+00:00,1251
l,1970-04-26 23:45:29+00:00,1251
m,1970-04-26 23:45:30+00:00,1251
o,1970-04-26 23:45:31+00:00,1251
j,1970-04-26 23:45:32+00:00,1251
k,1970-04-26 23:45:33+00:00,1251
j,1970-04-26 23:45:34+00:00,1251
p,1970-04-26 23:45:35+00:00,1251
A,1970-04-26 23:45:36+00:00,1252
e,1970-04-26 23:45:37+00:00,1252
f,1970-04-26 23:45:38+00:00,1252
g,1970-04-26 23:45:39+00:00,1252
h,1970-04-26 23:45:40+00:00,1252
p,1970-04-26 23:45:41+00:00,1252
A,1970-04-26 23:45:42+00:00,1253
b,1970-04-26 23:45:43+00:00,1253
c,1970-04-26 23:45:44+00:00,1253
d,1970-04-26 23:45:45+00:00,1253
h,1970-04-26 23:45:46+00:00,1253
o,1970-04-26 23:45:47+00:00,1253
l,1970-04-26 23:45:48+00:00,1253
n,1970-04-26 23:45:49+00:00,1253
h,1970-04-26 23:45:50+00:00,1253
p,1970-04-26 23:45:51+00:00,1253
A,1970-04-26 23:45:52+00:00,1254
g,1970-04-26 23:45:53+00:00,1254
f,1970-04-26 23:45:54+00:00,1254
e,1970-04-26 23:45:55+00:00,1254
h,1970-04-26 23:45:56+00:00,1254
p,1970-04-26 23:45:57+00:00,1254
A,1970-04-26 23:45:58+00:00,1255
b,1970-04-26 23:45:59+00:00,1255
d,1970-04-26 23:46:00+00:00,1255
c,1970-04-26 23:46:01+00:00,1255
j,1970-04-26 23:46:02+00:00,1255
p,1970-04-26 23:46:03+00:00,1255
A,1970-04-26 23:46:04+00:00,1256
d,1970-04-26 23:46:05+00:00,1256
c,1970-04-26 23:46:06+00:00,1256
b,1970-04-26 23:46:07+00:00,1256
h,1970-04-26 23:46:08+00:00,1256
l,1970-04-26 23:46:09+00:00,1256
n,1970-04-26 23:46:10+00:00,1256
o,1970-04-26 23:46:11+00:00,1256
j,1970-04-26 23:46:12+00:00,1256
p,1970-04-26 23:46:13+00:00,1256
A,1970-04-26 23:46:14+00:00,1257
e,1970-04-26 23:46:15+00:00,1257
f,1970-04-26 23:46:16+00:00,1257
g,1970-04-26 23:46:17+00:00,1257
i,1970-04-26 23:46:18+00:00,1257
p,1970-04-26 23:46:19+00:00,1257
A,1970-04-26 23:46:20+00:00,1258
c,1970-04-26 23:46:21+00:00,1258
b,1970-04-26 23:46:22+00:00,1258
d,1970-04-26 23:46:23+00:00,1258
h,1970-04-26 23:46:24+00:00,1258
p,1970-04-26 23:46:25+00:00,1258
A,1970-04-26 23:46:26+00:00,1259
g,1970-04-26 23:46:27+00:00,1259
f,1970-04-26 23:46:28+00:00,1259
e,1970-04-26 23:46:29+00:00,1259
